date,预测平均值:GDP:累计同比,预测平均值:工业增加值:当月同比,预测平均值:CPI:当月同比,预测平均值:PPI:当月同比,预测平均值:固定资产投资:累计同比,预测平均值:社会消费品零售总额:当月同比,预测平均值:出口金额:当月同比,预测平均值:进口金额:当月同比,预测平均值:贸易差额:当月值,预测平均值:M2:同比,预测平均值:人民币贷款:同比,预测平均值:人民币贷款:当月新增,预测平均值:1年期存款利率,预测平均值:1年期贷款利率,CPI:当月同比,RPI:当月同比,PPI:全部工业品:当月同比,CGPI:当月同比,M1:同比,M2:同比,人民币存款准备金率:大型存款类金融机构(月),人民币存款准备金率:中小型存款类金融机构(月),官方储备资产:外汇储备,宏观经济景气指数:预警指数,宏观经济景气指数:一致指数,宏观经济景气指数:先行指数,宏观经济景气指数:滞后指数,消费者信心指数(月),消费者满意指数(月),消费者预期指数(月),全国居民收入基尼系数
2016/11/22,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/11/23,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/11/24,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/11/25,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/11/28,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/11/29,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/11/30,6.7,6.02,2.18,2.22,8.41,9.93,-5.2,-1.5,458.61,11.42,13,"6,878.95",1.5,4.35,2.25,1.5,3.3,104.5,22.7,11.4,17,15,"30,515.98",70.7,92.83,100.04,90,108.6,104.3,111.5,0.465
2016/12/1,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/2,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/5,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/6,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/7,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/8,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/9,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/12,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/13,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/14,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/15,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/16,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/19,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/20,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/21,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/22,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/23,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/26,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/27,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/28,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/29,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2016/12/30,6.7,6.08,2.21,4.42,8.23,10.67,-3.96,2.55,466.28,11.57,12.97,"6,510.00",1.6,4.35,2.08,1.52,5.5,106.8,21.4,11.3,17,15,"30,105.17",70.7,93.45,99.82,91.07,108.4,103.7,111.5,0.465
2017/1/3,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/4,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/5,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/6,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/9,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/10,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/11,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/12,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/13,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/16,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/17,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/18,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/19,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/20,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/23,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/24,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/25,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/1/26,6.81,6.08,2.53,6.44,8.23,10.67,2.13,14.58,419.1,11.32,12.97,"23,850.00",1.6,4.35,2.55,1.92,6.9,108.5,14.5,11.3,17,15,"29,982.04",73.3,93.96,99.66,90.99,109.2,104.4,112.4,0.465
2017/2/3,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/6,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/7,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/8,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/9,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/10,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/13,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/14,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/15,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/16,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/17,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/20,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/21,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/22,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/23,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/24,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/27,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/2/28,6.81,6.3,1.6,7.69,8.97,10.51,12.93,20.29,262.63,11.3,12.7,"10,012.27",1.5,4.35,0.8,0.69,7.8,109.3,21.4,11.1,17,15,"30,051.24",76,94.76,99.53,91.31,112.6,107.3,116.2,0.465
2017/3/1,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/2,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/3,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/6,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/7,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/8,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/9,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/10,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/13,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/14,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/15,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/16,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/17,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/20,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/21,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/22,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/23,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/24,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/27,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/28,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/29,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/30,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/3/31,6.81,6.19,0.99,7.5,8.67,9.45,1.59,18.67,32.69,11.12,12.4,"12,363.89",1.5,4.35,0.9,0.68,7.6,108.4,18.8,10.6,17,15,"30,090.88",76,94.61,99.89,91.17,111,106.2,114.2,0.465
2017/4/5,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/6,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/7,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/10,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/11,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/12,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/13,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/14,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/17,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/18,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/19,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/20,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/21,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/24,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
2017/4/25,6.8,6.95,1.1,6.74,9.17,10.52,11.93,17.83,371.66,10.72,12.5,"7,340.39",1.5,4.35,1.2,0.91,6.4,106.8,18.5,10.5,17,15,"30,295.33",76,94.5,100.06,92.03,113.4,108.8,116.4,0.465
